loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"8.0","8.0","1.0","0.0","0.0","8.0","28.0","0.0","0.0","8.0","2.0","0.0","0.0","0.0","0.4592572431692571","0.0","0.0","0.0","1.0","1.0","Y"
"16.0","16.0","1.0","0.0","0.0","16.0","120.0","0.0","0.0","16.0","2.0","0.0","0.0","0.0","0.6334097575342844","0.0","0.0","0.0","1.0","1.0","Y"
"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"8.0","8.0","1.0","0.0","0.0","8.0","28.0","0.0","0.0","8.0","2.0","0.0","0.0","0.0","0.6500408568784802","0.0","0.0","0.0","1.0","1.0","Y"
"24.0","0.5302130087209405","3.3342535866558474","1.239551421264947","0.0","0.09572170173763284","-0.7072836446015601","0.0","0.0","1.2875841468429639","2.0","0.0","0.0","0.7314079749463471","1.1034099903391918","0.0","0.0","6.88767479654813","-0.3043327119577912","-0.12986434317083254","Y"
"3.0","3.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","0.666666667","0.0","0.0","0.0","1.0","1.0","Y"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","Y"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"3.0","3.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","0.8057507431697398","0.0","0.0","0.0","1.0","1.0","Y"
"0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Y"
"5.0","5.0","1.0","0.0","0.0","5.0","10.0","0.0","0.0","5.0","2.0","0.0","0.0","0.0","0.6274773571871016","0.0","0.0","0.0","1.0","1.0","Y"
"0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Y"
"6176.0","82.85241495199193","1.0","-0.7184514499187603","49.27671478824247","291.4908632116202","1958.990391005793","4.364801807133779","53.078222063745166","47.58470949642968","0.9351112734029009","0.9924934913241896","43.85616012555433","0.0","0.10637385179970649","0.0","0.0","51.852676269887205","20.745060923469516","1.7728073765776073","Y"
"7.0","7.0","1.0","0.0","0.0","7.0","21.0","0.0","0.0","7.0","2.0","0.0","0.0","0.0","1.12937616351593","0.0","0.0","0.0","1.0","1.0","Y"
"10.0","1.0","4.965137692946041","0.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.6784993894548725","1.0","0.0","0.0","8.117169074493678","0.0","0.0","Y"
"37.0","25.34052793933769","1.0","0.0","0.0","24.680822911334616","295.5737543695186","0.0","0.0","24.656222758592783","1.0411355780977904","0.0","0.0","0.0","0.34370833224329805","0.0","0.0","0.0","1.0","1.0","Y"
"3.0","3.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"17.0","1.0","1.0","0.0","0.0","0.7557409276997351","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","-0.5197738372746834","1.1918469152348459","1.2264342393321994","Y"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"6.0","6.0","1.0","0.0","0.0","6.0","15.0","0.0","0.0","6.0","2.0","0.0","0.0","0.0","1.0500551442763233","0.0","0.0","0.0","1.0","1.0","Y"
"0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Y"
"3.0","3.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","0.666666667","0.0","0.0","0.0","1.0","1.0","Y"
"1123.0","75.63618852403947","1.5605001505724188","3.4533743047461614","31.436036906463787","117.16472213510595","2166.5908796786302","26.750811422899417","7.606670073284222","35.71556671017187","0.7153306656786613","0.5574259802736605","1.3107027509523173","-0.11865738643819505","0.08526158070733712","0.0","0.0","19.17243242156797","22.061420695761434","2.5327427317115636","Y"
"0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","Y"
"5.0","5.0","1.0","0.0","0.0","5.0","10.0","0.0","0.0","5.0","2.0","0.0","0.0","0.0","0.3568516099272027","0.0","0.0","0.0","1.0","1.0","Y"
"7.0","7.0","1.0","0.0","0.0","7.0","21.0","0.0","0.0","7.0","2.0","0.0","0.0","0.0","0.4734899348431124","0.0","0.0","0.0","1.0","1.0","Y"
"120.0","21.608091121093334","4.0","0.0","2.0","25.29269536240594","222.65538996560952","0.0","2.0","21.631543455675434","2.0","0.0","0.0","0.8203149879582056","0.5650278311643024","0.0","0.0","4.7678583089886395","1.0","0.9537528322434068","N"
"51.0","10.288862263035828","0.5327324298401557","0.0","17.493574060499235","10.307615042338437","42.60435226582469","15.808128185232825","2.0","10.323784168127727","0.8272615973254012","0.0","0.0","0.24241413369774015","0.24182470994109057","0.0","0.0","0.9222463728169186","1.0","0.9637240785389486","N"
"12.0","12.0","1.0","0.0","0.0","12.0","66.0","0.0","0.0","12.0","2.0","0.0","0.0","0.0","0.6017504497392231","0.0","0.0","0.0","1.0","1.0","N"
"18.0","18.0","1.0","0.0","7.180382963486627","18.0","153.0","4.539614990300522","1.7112671429847932","18.0","2.0","0.0","0.0","0.0","0.30279548545136825","0.0","0.0","0.0","1.0","1.0","N"
"200.0","35.0","4.685347901740871","0.0","2.485152053779835","44.32236965916642","595.0","0.0","2.286449323375657","35.0","2.0","0.0","0.0","0.8926518281626056","0.3205120707735546","0.0","0.0","3.296107295539759","1.0","0.9623012774748254","N"
"14.0","14.0","1.0","0.0","1.5616013211567086","14.0","91.0","1.296639352165429","1.2627754927705785","14.0","2.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","1.0","1.0","N"
"42.0","7.0","4.0","0.0","2.0","13.427298068120479","21.0","0.0","2.0","7.0","2.0","0.0","0.0","0.94","0.29365123292452566","0.0","0.0","5.038526233507679","1.0","0.8571","N"
"12.0","12.0","1.0","0.0","0.0","12.0","66.0","0.0","0.0","12.0","2.0","0.0","0.0","0.0","0.7217832131544363","0.0","0.0","0.0","1.0","1.0","N"
"0.0","0.7969431554340345","1.0","0.0","7.769002476734399","1.0486347332687902","-1.031455473461543","7.69471468583791","0.0","0.5811764779227087","2.0","0.0","0.0","0.0","0.15358916513903897","0.0","0.0","0.0","-0.33267119938471534","-0.23191377714869368","N"
"4.0","4.0","1.0","0.0","0.0","4.0","6.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"4.0","4.0","1.0","0.0","0.0","4.0","6.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"6.0","6.0","1.0","0.0","0.0","6.0","15.0","0.0","0.0","6.0","2.0","0.0","0.0","0.0","0.5190755225119557","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"28.0","5.0","4.0","0.0","2.0","9.348552608297583","10.0","0.0","2.0","5.0","2.0","0.0","0.0","0.959183673","0.41118755428842485","0.0","0.0","4.6","1.0","0.8","N"
"30.0","5.0","4.0","0.0","2.0","11.254007700789291","10.0","0.0","2.0","5.0","2.0","0.0","0.0","0.959183673","0.45","0.0","0.0","4.90448620551828","1.0","0.8","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"8.0","1.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","3.0","0.0","0.0","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"10.0","10.0","1.0","0.0","2.0","10.0","45.0","1.0","1.0","10.0","2.0","0.0","0.0","0.0","0.4282279089419554","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"0.0","0.0","1.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","N"
"4.0","4.0","1.0","0.0","0.0","4.0","6.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","1.0","1.0","N"
"3.0","3.0","1.0","0.0","0.0","3.0","3.0","0.0","0.0","3.0","2.0","0.0","0.0","0.0","0.5749107361848733","0.0","0.0","0.0","1.0","1.0","N"
"9.0","1.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","3.0","0.0","0.0","N"
"4.0","4.0","1.0","0.0","2.0","4.0","6.0","1.0","1.0","4.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"26.0","26.0","1.0","0.0","0.0","26.0","325.0","0.0","0.0","26.0","2.0","0.0","0.0","0.0","0.49009954289550034","0.0","0.0","0.0","1.0","1.0","N"
"40.0","18.0","1.0","0.0","0.0","18.761741540620573","153.0","0.0","0.0","18.0","2.0","0.0","0.0","0.0","0.23903590998260013","0.0","0.0","0.8351253186958533","1.0","0.9269305176065651","N"
"11.0","11.0","1.0","0.0","0.0","11.0","55.0","0.0","0.0","11.0","2.0","0.0","0.0","0.0","0.46696892913605936","0.0","0.0","0.0","1.0","1.0","N"
"0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"5.0","2.2751570827087164","1.0","0.0","20.29677460321338","1.7405700486872426","1.1773351263375087","20.509553087475528","0.0","1.7531273877616793","2.0","0.0","0.0","0.0","0.7377784029430692","0.0","0.0","0.0","1.0","1.0","N"
"121.0","1.3271563180958958","1.0","0.0","0.0","-0.3080055514256097","-0.4562339537441218","0.0","0.0","0.733562727617847","2.0","0.0","0.0","0.0","1.2054399541848055","0.0","0.0","8.976972669626996","-0.3037761425533771","-0.21400241517923063","N"
"6.0","6.0","1.0","0.0","0.0","6.0","15.0","0.0","0.0","6.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"6.0","6.0","1.0","0.0","2.0","6.0","15.0","1.0","1.0","6.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"15.0","14.750103592862214","1.0","0.0","0.0","15.264731429965906","102.44166975009246","0.0","0.0","14.72172500414772","2.0","0.0","0.0","0.0","0.48504622594085495","0.0","0.0","0.0","1.0","1.0","N"
"8.0","8.0","1.0","0.0","0.0","8.0","28.0","0.0","0.0","8.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"1.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","N"
"14.0","14.0","1.0","0.0","0.0","14.0","91.0","0.0","0.0","14.0","2.0","0.0","0.0","0.0","0.2974239585791255","0.0","0.0","0.0","1.0","1.0","N"
"102.0","2.7399880638542586","1.0","0.0","0.0","14.579921693781815","2.585444466931686","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.36753157925367563","0.0","0.0","29.799349660329234","3.8211168007774945","-0.5200414808114454","N"
"1.0","1.225923644598277","1.0","0.0","3.1722230537221106","0.6901022161618766","0.3062007584546844","1.0","1.7139670566943805","1.3434790080067218","2.0","0.0","0.0","0.0","0.9534658324845885","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","2.0","2.0","1.0","1.0","1.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"16.0","16.0","1.0","0.0","0.0","16.0","120.0","0.0","0.0","16.0","2.0","0.0","0.0","0.0","0.5270057105432254","0.0","0.0","0.0","1.0","1.0","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"18.0","18.0","1.0","0.0","0.3870630505439629","18.0","153.0","-0.24518336905809235","-0.2153549740001363","18.0","2.0","0.0","0.0","0.0","0.42223732092708666","0.0","0.0","0.0","1.0","1.0","N"
"35.0","35.2143534936153","1.0","0.0","0.0","35.1739658576012","585.5289184446201","0.0","0.0","35.176021332051775","2.0","0.0","0.0","0.0","0.3966985097326818","0.0","0.0","0.0","1.0","1.0","N"
"19.0","19.22581476115692","1.0","0.0","0.0","19.17150448057922","165.77334275481684","0.0","0.0","18.68216381686898","2.0","0.0","0.0","0.0","0.45297478331005814","0.0","0.0","0.0","1.0","1.0","N"
"127.0","23.31838409450864","4.0","0.0","2.0","26.221265761428995","264.29227235595084","0.0","2.0","22.52961664173146","2.0","0.0","0.0","0.8059604349756578","0.5214238167232926","0.0","0.0","4.554387804594684","1.0","0.9557210193340595","N"
"4.0","4.0","1.0","0.0","0.0","4.0","6.0","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"34.0","15.0","1.0","0.0","0.0","16.194254906418934","105.0","0.0","0.0","15.0","2.0","0.0","0.0","0.0","0.2508716797319872","0.0","0.0","0.9489009273082347","1.0","0.9478410414698762","N"
"6.0","6.0","1.0","0.0","0.0","6.0","15.0","0.0","0.0","6.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"0.0","0.0","1.0","0.0","2.0","0.0","0.0","1.0","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","N"
"2.0","2.0","1.0","0.0","0.0","2.0","1.0","0.0","0.0","2.0","2.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","1.0","1.0","N"
"1.0","1.2197995402581556","1.0","0.0","17.46027574745833","0.7675331798023814","-0.15438092252625626","14.84351916144856","0.0","1.2464428703838373","2.0","0.0","0.0","0.0","1.089550628591014","0.0","0.0","0.0","1.0","1.0","N"
"28.0","5.0","4.0","0.0","2.0","8.0","10.0","0.0","2.0","5.0","2.0","0.0","0.0","0.959183673","0.6","0.0","0.0","4.6","1.0","0.8","N"
